"shapeid","x","y"
"1.0","2.39280918452005","48.857280620027744"
"1.0","2.3936188160349325","48.85624817306123"
"1.0","2.396606508930159","48.85246687424071"
"1.0","2.397051284935248","48.851482065503376"
"1.0","2.396044167570489","48.85053598555466"
"1.0","2.3953727559939826","48.85026131718245"
"1.0","2.3938163018848093","48.85023079847443"
"1.0","2.39311437160028","48.84974249914606"
"1.0","2.3933173528021348","48.848999227949896"
"1.0","2.394157307448217","48.848427189871956"
"1.0","2.3947318631254997","48.8487353817813"
"1.0","2.3955863869501437","48.849284718525716"
"1.0","2.3961357236945577","48.8495288681899"
"1.0","2.397142841059317","48.84943731206583"
"1.0","2.397631140387685","48.849589905605946"
"1.0","2.396606508930159","48.85246687424071"
"2.0","2.31310991650625","48.88107279130376"
"2.0","2.312361870171407","48.88076476585145"
"2.0","2.3108359347702567","48.880490097479246"
"2.0","2.3099814109456127","48.88024594781506"
"2.0","2.3090048122888764","48.88015439169099"
"2.0","2.3081197697562095","48.87984920461076"
"2.0","2.306899021435289","48.87926934915832"
"2.0","2.306441240814944","48.878903124662045"
"2.0","2.306441240814944","48.87862845628984"
"2.0","2.306685390479128","48.87850638145775"
"2.0","2.307082133683427","48.87835378791763"
"2.0","2.307570433011795","48.878475862749724"
"2.0","2.308363919420393","48.878994680786114"
"2.0","2.309920373529567","48.88021542910704"
"2.0","2.31310991650625","48.88107279130376"
"3.0","2.3435282773383963","48.89840265250482"
"3.0","2.342270204033953","48.8995337712856"
"3.0","2.3409884182969867","48.89989999578187"
"3.0","2.3400728570562963","48.89989999578187"
"3.0","2.3396455951439745","48.899411696453505"
"3.0","2.3395235203118823","48.89916754678932"
"3.0","2.3397676699760663","48.898801322293046"
"3.0","2.3405001189686185","48.898679247460954"
"3.0","2.341659829873493","48.89892339712514"
"3.0","2.342270204033953","48.898984434541184"
"3.0","2.342880578194413","48.89892339712514"
"3.0","2.3435282773383963","48.89840265250482"
"3.0","2.3466093356365985","48.89490144989323"
"3.0","2.3488012075508764","48.892514468440304"
"3.0","2.348984319799014","48.892209281360074"
"3.0","2.3490835188154584","48.89140024728164"
"3.0","2.3489998418355915","48.88839151062396"
"3.0","2.3493840902111076","48.88435690268104"
"3.0","2.351425816440855","48.8818939580483"
"3.0","2.3520972280173607","48.881527733552026"
"3.0","2.3551803513855205","48.880939171849654"
"3.0","2.3566139968047657","48.88073424714342"
"3.0","2.358323044454054","48.88036802264715"
"3.0","2.3588113437824223","48.88018491039901"
"3.0","2.3572611819091898","48.87680001796256"
"3.0","2.357407483213364","48.87572917902765"
"3.0","2.355724188407125","48.872445203040044"
"3.0","2.353995070717302","48.86943525743183"
"3.0","2.35211499747496","48.866262203851115"
"3.0","2.351303741608763","48.86468140672333"
"3.0","2.3488077176478335","48.86399173877869"
"3.0","2.3461155612448517","48.86315547132217"
"3.0","2.3456056478518654","48.8623907038807"
"3.0","2.3455051870843917","48.86144642367289"
"3.0","2.3470145585620914","48.85976500664801"
"3.0","2.3479111381049624","48.8587403443133"
"3.0","2.3477635714780942","48.857662103878035"
"3.0","2.348190833390416","48.85650239297316"
"3.0","2.3483129082225083","48.85564786914851"
"3.0","2.3477830553131236","48.85464169497446"
"3.0","2.3469090476534498","48.85332844733877"
"3.0","2.346237636076944","48.85296222284249"
"3.0","2.3450168877560236","48.85302326025854"
"3.0","2.3437961394351032","48.85314533509063"
"3.0","2.342403578055897","48.852656411700956"
"3.0","2.341171530545125","48.85180251193761"
"3.0","2.3402559693044345","48.851619399689476"
"3.0","2.33804876313338","48.85175983215809"
"3.0","2.3347186105455733","48.8524642875132"
"3.0","2.3337860032035573","48.852534960930164"
"3.0","2.3326262922986833","48.85186354935366"
"3.0","2.3311322923740887","48.85041496284378"
"3.0","2.3288268021209917","48.84804543119476"
"3.0","2.3253628397892077","48.844416984596045"
"3.0","2.3256247323250236","48.843242326500814"
"3.0","2.329290053384581","48.84219667991338"
"3.0","2.3304289453210267","48.841609263457926"
"3.0","2.331624188458977","48.83869547730179"
"3.0","2.332809404546821","48.835383447021236"
"3.0","2.332044332772368","48.83370042824258"
"3.0","2.3301303420113637","48.83145965857116"
"3.0","2.32751611072804","48.82828523486998"
"3.0","2.326349043190842","48.82413047443756"
"3.0","2.326217363613852","48.82311492639599"
"3.0","2.326827737774312","48.82207729032321"
"3.0","2.32731603710268","48.82189417807506"
"3.0","2.327743299015002","48.82183314065902"
"3.0","2.32823159834337","48.82189417807506"
"3.0","2.3284147105915083","48.8221993651553"
"3.0","2.3283536731754624","48.82268766448367"
"3.0","2.327682261598956","48.822870776731804"
"3.0","2.326827737774312","48.82311492639599"
"3.0","2.326349043190842","48.82413047443756"
"4.0","2.354591703764702","48.879107582860485"
"4.0","2.355909494718999","48.879797854312734"
"4.0","2.3558781187438966","48.880299869914374"
"4.0","2.3554388550924648","48.88055087771519"
"4.0","2.3551522700088876","48.88080327404388"
"4.0","2.354246568038577","48.880299869914374"
"4.0","2.3540269362128607","48.879954734188246"
"4.0","2.354591703764702","48.879107582860485"
"4.0","2.3560663745945107","48.87713089642904"
"4.0","2.3566938940965567","48.87694264057843"
"4.0","2.3570071490564346","48.87691159280057"
"4.0","2.3593294760051506","48.8765975048523"
"4.0","2.3594863558806622","48.87625236912617"
"4.0","2.358545076627593","48.87458944244575"
"4.0","2.358450948702286","48.87427568269473"
"4.0","2.3610396242684324","48.870972250933896"
"4.0","2.363345600818246","48.86818874352488"
"4.0","2.3635338566688597","48.86790635974896"
"4.0","2.364600639822338","48.86737296817222"
"4.0","2.3652713461286465","48.867068567506834"
"4.0","2.365792926876226","48.86608655319303"
"4.0","2.3694838593656784","48.8637174052993"
"4.0","2.370844458867697","48.862980331657894"
"4.0","2.371346474469334","48.86241556410606"
"4.0","2.3714719783697435","48.8616311647285"
"4.0","2.3712578020222193","48.860683029702585"
"4.0","2.3701840998879975","48.857648654105866"
"4.0","2.368410157231456","48.85396072068832"
"4.0","2.3679264931831825","48.852877267674955"
"4.0","2.366356118365988","48.84985264295739"
"4.0","2.3657301749260213","48.84839050323532"
"4.0","2.3653850391998956","48.84738647203205"
"4.0","2.3656360470007147","48.84697858435571"
"4.0","2.366636214574916","48.846304757644305"
"4.0","2.3682088769591036","48.845064649874466"
"4.0","2.368271628909308","48.844876394023856"
"4.0","2.364395444903496","48.84275687233122"
"4.0","2.3635966086190647","48.84236631601567"
"4.0","2.36312596899253","48.842178060165054"
"4.0","2.362498449490484","48.8414250367626"
"4.0","2.360287367172559","48.83813528488393"
"4.0","2.35846674181453","48.835567736302096"
"4.0","2.356882149947171","48.83336141116131"
"4.0","2.356631142146352","48.83270251568416"
"4.0","2.356421129134107","48.8317413388931"
"5.0","2.396117806812634","48.84624909293459"
"5.0","2.3953020314599733","48.84731587608807"
"5.0","2.394800015858336","48.8477237637644"
"5.0","2.3941323257512996","48.84821874840531"
"5.0","2.3930115852775034","48.84756688388889"
"5.0","2.3929802093024013","48.84709624426235"
"5.0","2.3936704807546523","48.8464059728101"
"5.0","2.3942666242815966","48.84618634098438"
"5.0","2.39633743863835","48.84609221305908"
"5.0","2.3997887958996063","48.845809829283155"
"5.0","2.400341125049193","48.84551115171901"
"5.0","2.4004790673518572","48.84483717405499"
"5.0","2.399594201825386","48.84257014152527"
"5.0","2.398910268596741","48.840758297291686"
"5.0","2.39862788482082","48.84057004144107"
"5.0","2.3983768770200014","48.84044453754066"
"5.0","2.395626172198913","48.84018932374939"
"5.0","2.3950510236591547","48.84013077778963"
"5.0","2.3940783684309825","48.84022490571494"
"5.0","2.392791953451787","48.84028765766515"
"5.0","2.3884370361697735","48.83990922754046"
"5.0","2.3875207896345962","48.839848394013714"
"5.0","2.3867363902570378","48.83981701803861"
"5.0","2.3856382311284565","48.83994252193902"
"5.0","2.3801275153049244","48.84079619886873"
"5.0","2.3785472607553304","48.8409779291174"
"5.0","2.378013869178591","48.840789673266784"
"5.0","2.3725182349623934","48.83776182327202"
"5.0","2.369354100050349","48.83602052505123"
"5.0","2.367196406992771","48.83524095739167"
"5.0","2.3622013579335635","48.83346701473514"
"5.0","2.357588109386976","48.83181614438752"
"5.0","2.3569292139098272","48.831502384636494"
"5.0","2.356521327410805","48.83171337658332"
"6.0","2.2930791045765906","48.8719460165434"
"6.0","2.2947106552819116","48.87313830359729"
"6.0","2.2948989111325253","48.87338931139811"
"6.0","2.294593257877085","48.87423133888709"
"6.0","2.2937693760288416","48.874267838700966"
"6.0","2.2930791045765906","48.87401683090015"
"6.0","2.2930435279928436","48.87315034819971"
"6.0","2.2930791045765906","48.8719460165434"
"6.0","2.2921951236551146","48.87058800255838"
"6.0","2.2897615506101787","48.86725784997057"
"6.0","2.2876481845448393","48.86418386296644"
"6.0","2.286929413456534","48.86341175131557"
"6.0","2.286176390054078","48.863097991564544"
"6.0","2.28592538225326","48.862156712311474"
"6.0","2.285486118601827","48.861403688909014"
"6.0","2.2843565834981434","48.859960394054305"
"6.0","2.284231079597734","48.85945837845267"
"6.0","2.284766321728468","48.85867630291738"
"6.0","2.2889930538591465","48.854001281015265"
"6.0","2.2918240655724973","48.85067310542402"
"6.0","2.2928355376143084","48.8501587972601"
"6.0","2.2970622697449863","48.84868584515396"
"6.0","2.3012890018756647","48.847276934443734"
"6.0","2.307693141467601","48.84522760977431"
"6.0","2.310273138932666","48.84433515845335"
"6.0","2.3110889142853264","48.84320562334967"
"6.0","2.3122508673414903","48.841473098040304"
"6.0","2.3132852325424893","48.84038178559046"
"6.0","2.3141637598453544","48.83994252193902"
"6.0","2.3154187988494477","48.83987976998882"
"6.0","2.3208856690269903","48.841641291602826"
"6.0","2.3220077536209365","48.84163682459455"
"6.0","2.322949032874006","48.84138581679373"
"6.0","2.3248551967432283","48.8407261748165"
"6.0","2.330457120921779","48.838788842704766"
"6.0","2.332044332772368","48.83463408227234"
"6.0","2.3330520968569557","48.83373007886876"
"6.0","2.3375528915479427","48.83243999530241"
"6.0","2.343855056248812","48.83085278345182"
"6.0","2.349179348059552","48.82946294625484"
"6.0","2.350343951755632","48.829498985108664"
"6.0","2.350343951755632","48.829498985108664"
"6.0","2.35645938565055","48.8316930720786"
"7.0","2.31310991650625","48.88107279130376"
"7.0","2.3140709178206955","48.881192027763774"
"7.0","2.315596853221846","48.88113099034773"
"7.0","2.3170617512069502","48.880795284559476"
"7.0","2.3204798465055267","48.87984920461076"
"7.0","2.321027215221219","48.87925107421941"
"7.0","2.3228709523004905","48.87596747981561"
"7.0","2.323928460512126","48.87521036099126"
"7.0","2.3248440217528166","48.87487465520301"
"7.0","2.326797219066289","48.8745999868308"
"7.0","2.3275601867668643","48.87438635587464"
"7.0","2.329082967704669","48.873277741186996"
"7.0","2.332605244480234","48.87090820953798"
"7.0","2.3334197787072806","48.870052699335375"
"7.0","2.335067788940523","48.86962543742305"
"7.0","2.336383686839477","48.869371216035915"
"7.0","2.3404085628445492","48.86858780135027"
"7.0","2.3412508329293487","48.868282512305285"
"7.0","2.3457337306437043","48.86738593276241"
"7.0","2.352024529009197","48.866226600504284"
"7.0","2.3557882298030446","48.865464690884835"
"7.0","2.3606141460829737","48.86650669671321"
"7.0","2.3620158081248372","48.8671839407812"
"7.0","2.3625041074532054","48.8671839407812"
"7.0","2.36518905082879","48.86693851170197"
"7.0","2.3679059187732774","48.86654304791272"
"7.0","2.3738253506040548","48.865351299851376"
"7.0","2.3784936207528466","48.86432428041864"
"7.0","2.3865697281102567","48.86283043397103"
"7.0","2.3940389603483236","48.86455769392608"
"7.0","2.394853937957592","48.86468140672332"
"7.0","2.3965019481908345","48.864711925431344"
"7.0","2.3979982365636547","48.86470177258011"
"7.0","2.39970641253325","48.86468140672332"
"7.0","2.40001159961348","48.86520022475971"
"7.0","2.399584337701158","48.865871636336216"
"7.0","2.3989434448326747","48.86599371116831"
"7.0","2.3981194397160537","48.865749561504124"
"7.0","2.397866941870333","48.86516456904542"
"7.0","2.3965019481908345","48.864711925431344"
"8.0","2.283875687160487","48.87671727241535"
"8.0","2.285841112899414","48.87606488481591"
"8.0","2.288288598504033","48.87532706585641"
"8.0","2.291212405511463","48.87438635587464"
"8.0","2.2921279667521532","48.87426428104255"
"8.0","2.2931350841169125","48.874844136494985"
"8.0","2.2940201266495794","48.87508828615917"
"8.0","2.2947220569341087","48.87502724874312"
"8.0","2.295052551277482","48.87488548403311"
"8.0","2.295973323963052","48.87429479975057"
"8.0","2.296095398795144","48.87383701913023"
"8.0","2.296064880087121","48.87347079463395"
"8.0","2.296003842671075","48.87325716367779"
"8.0","2.296003842671075","48.872982495305585"
"8.0","2.2964005858753738","48.872768864349425"
"8.0","2.3000722153531963","48.87142054070533"
"8.0","2.304939361443068","48.870011629995105"
"8.0","2.3134568671003435","48.86738593276241"
"8.0","2.318160424695777","48.86596319246029"
"8.0","2.318923392396352","48.86602422987634"
"8.0","2.3200220658851802","48.866512529204705"
"8.0","2.3208155522937783","48.866604085328774"
"8.0","2.3220363006146987","48.86654304791273"
"8.0","2.3244719871984745","48.86578489786443"
"8.0","2.3299155058516208","48.864119821570526"
"8.0","2.3367679352149926","48.862070496901104"
"8.0","2.3415710399089456","48.860469462003124"
"8.0","2.3465022273947365","48.8587403443133"
"8.0","2.352586160007076","48.85701122662348"
"8.0","2.3607541941874377","48.855174470927004"
"8.0","2.364976122803068","48.85390830279121"
"8.0","2.3668377639924714","48.853633634419005"
"8.0","2.3673565820288625","48.85348104087889"
"8.0","2.3674176194449084","48.853236891214706"
"8.0","2.3672955446128165","48.8529622228425"
"8.0","2.3671429510727013","48.85265703576227"
"8.0","2.3670513949486325","48.852504442222155"
"8.0","2.367943330216577","48.85224513140865"
"8.0","2.368974073554082","48.85195510547774"
"8.0","2.3717512759841752","48.84624810707744"
"8.0","2.3720259443563827","48.845973438705236"
"8.0","2.3729383792757845","48.84607134413687"
"8.0","2.3862429491998416","48.84775192139043"
"8.0","2.3921682916515663","48.84856752888719"
"8.0","2.3930228154762108","48.84850649147114"
"8.0","2.3941428254715604","48.84831857504703"
"8.0","2.3955558682421203","48.84838441663904"
"8.0","2.3960746862785114","48.8485980475952"
"8.0","2.4058030011232794","48.847751921390426"
"8.0","2.4070614211667936","48.84762144893847"
"8.0","2.407671795327254","48.847468855398354"
"8.0","2.40803801982353","48.847468855398354"
"8.0","2.408404244319806","48.847774042478584"
"8.0","2.40834320690376","48.84807922955881"
"8.0","2.408007501115507","48.84823182309893"
"8.0","2.4075192017871387","48.84823182309893"
"8.0","2.407152977290863","48.848109748266836"
"8.0","2.4069393463347017","48.84786559860265"
"8.0","2.4067257153785406","48.847774042478584"
"8.0","2.4058030011232794","48.847751921390426"
