X,Y,id,Name,Line,Info,Start_map,End_map,Open_date,Close_date
2.3271879054672,48.8920834424163,"1950117",Guy Mocquet,"13",,"1950","1950",,
2.31416279493639,48.8940066130987,"1950118",Porte de Clichy,"13",,"1950","1950",,
2.32007800173226,48.8905099391307,"1950119",Brochant,"13",,"1950","1950",,
2.32578923588,48.8873629325595,"1950120",La Fourche,"13",,"1950","1950",,
2.3277124065624,48.8834874522449,"1950121",Clichy,"13",,"1950","1950",,
2.3273627391656,48.8792914434833,"1950122",Liege,"13",,"1950","1950",,
2.32578923588,48.8755325189677,"1950123",Gare Saint Lazare,"13",,"1950","1950",,
2.31483299078025,48.8607007935534,"1950124",Invalides,"14",,"1950","1950",,
2.31564888137279,48.8560094226463,"1950125",Varenne,"14",,"1950","1950",,
2.31509524132785,48.8519299696837,"1950126",Saint Francois-Xavier,"14",,"1950","1950",,
2.31678530041239,48.8474425714247,"1950127",Duroc,"14",,"1950","1950",,
2.32127269867133,48.8430717289647,"1950128",Montparnasse Bienvenüe,"14",,"1950","1950",,
2.32284620195693,48.8385843307058,"1950129",Gaite,"14",,"1950","1950",,
2.31873761004452,48.8340095155976,"1950130",Pernety,"14",,"1950","1950",,
2.31323034854492,48.8310664816746,"1950131",Plaisance,"14",,"1950","1950",,
2.30623700060891,48.8277737803547,"1950132",Porte de Vanves,"14",,"1950","1950",,
2.34557458274896,48.8582239828261,"1950133",Chatelet,"11",,"1950","1950",,
2.35210170748924,48.858020010178,"1950134",Hotel-de-Ville,"11",,"1950","1950",,
2.35379176657377,48.8615749620454,"1950135",Rambuteau,"11",,"1950","1950",,
2.35661824469791,48.865013358114,"1950136",Arts-et-Metiers,"11",,"1950","1950",,
2.36387384318152,48.8674610298916,"1950137",Republique,"11",,"1950","1950",,
2.37080891321806,48.8696755900713,"1950138",Goncourt,"11",,"1950","1950",,
2.37614134101927,48.8716278997034,"1950139",Belleville,"11",,"1950","1950",,
2.38575719443128,48.873638487235,"1950140",Pyrenees,"11",,"1950","1950",,
2.38986578634368,48.8747457673249,"1950141",Jourdain,"11",,"1950","1950",,
2.39307107081435,48.8758821863645,"1950142",Place des Fetes,"11",,"1950","1950",,
2.39834522071609,48.8754742410683,"1950143",Telegraphe,"11",,"1950","1950",,
2.40705776668637,48.8771351612031,"1950144",Porte des Lilas,"11",,"1950","1950",,
2.41649878639998,48.8799033614277,"1950145",Mairie des Lilas,"11",,"1950","1950",,
2.40134653253863,48.868830560529,"1950146",Pelleport,"3",,"1950","1950",,
2.40426042751197,48.8719484281505,"1950147",Saint Fargeau,"3",,"1950","1950",,
2.40618359819437,48.8764649653592,"1950148",Porte des Lilas,"3",,"1950","1950",,
2.27179924493941,48.8805231033281,"1950149",Sablons,"1",,"1950","1950",,
2.26001002341884,48.8840598697843,"1950150",Pont de Neuilly,"1",,"1950","1950",,
2.37054017269653,48.8825614497201,"1950151",Jaures,"5",,"1950","1950",,
2.37969820869756,48.8846941430354,"1950152",Laumiere,"5",,"1950","1950",,
2.38584538354757,48.8862413911269,"1950153",Ourcq,"5",,"1950","1950",,
2.39299617878125,48.8882068143783,"1950154",Porte de Pantin,"5",,"1950","1950",,
2.40223784981425,48.8905485952735,"1950155",Hoche,"5",,"1950","1950",,
2.41106134568739,48.8926394710728,"1950156",Eglise de Pantin,"5",,"1950","1950",,
2.367942979103,48.8849374630494,"1950157",Stalingrad,"5",,"1950","1950",,
2.28828859850403,48.8753270658564,"19085",Argentine,"1",Name changed from Obligado to Argentine,"1950","1950",,
2.34908351881546,48.8914002472816,"190864",Marcadet-Poissonniers,"4",Name changed from Marcadet to Marcadet-Poissonniers,"1950","1950",,
2.3000722153532,48.8714205407053,"190812",George V,"1",Name changed from Alma to George V in between 1915 and 1950,"1950","1950",,
2.30796919192314,48.8690776221028,"190815",Franklin D. Roosevelt,"1",Station Marbeu was merged with station Franklin D. Roosevelt in-between 1915 and,"1950","1950",,
2.31345686710034,48.8673859327624,"190818",Champs-Elysees - Clemenceau,"1",Clemenceau was added to Champs-Elysees in-between 1915 and 1950,"1950","1950",,
2.32908296770467,48.873277741187,"190827",Havre-Caumartin,"3",Name changed from Caumartin to Havre-Caumartin in-between 1915 and 1950,"1950","1950",,
2.34340373099382,48.8709722733344,"1950158",Montmartre,"8",,"1950","1950",,
2.3539950707173,48.8694352574318,"190839",Strasbourg - Saint-Denis,"4",Name changed from Saint-Denis to Strasbourg-Saint-Denis in-between 1915 and 1950,"1950","1950",,
2.37069760960436,48.8776288503427,"190867",Colonel Fabien,"2",Line was renamed from Combat to Colonel Fabien after WWII in honor of Fabien,"1950","1950",,
